subject,description,integration,objective,quality,refactoring,testing,categoryCount,subjDescription
 network get associate fix ips sanity,network get associate fix ips db api method return dict randomness model map one order replace method object call need little helpful patch simply s return data model form reasonably turn object later patch relate blueprint novanetworkobjects relatedbug changeid iabbfedfbafcbacfadc,1,1,0,0,0,2, network get associate fix ips sanity network get associate fix ips db api method return dict randomness model map one order replace method object call need little helpful patch simply s return data model form reasonably turn object later patch relate blueprint novanetworkobjects relatedbug changeid iabbfedfbafcbacfadc
 new options new config file,release configurations available easier test versions upgrade mean test upgrade like note grizzly file necessary dont test folsom grizzly changeid ibcceaaeeec,0,1,0,0,1,2, new options new config file release configurations available easier test versions upgrade mean test upgrade like note grizzly file necessary dont test folsom grizzly changeid ibcceaaeeec
 next weekday meet class,previously next weekday method module level function meet module place use change incorporate meet class make sense thats thing use it touch doc string next weekday changeid iafbcaeabaacadd,0,1,1,0,0,2, next weekday meet class previously next weekday method module level function meet module place use change incorporate meet class make sense thats thing use it touch doc string next weekday changeid iafbcaeabaacadd
 nod drivers vendor passthru common place,patch ing nod drivers vendor passthru api common place utils py historically code duplicate endpoint support different things drivers vendor passhtru endpoing synchrounous nod asyncronous endpoints support feature code make sense common place change affect both relatedblueprint ipxedynamicconfig changeid ibececebbbcbc,1,1,0,0,0,2, nod drivers vendor passthru common place patch ing nod drivers vendor passthru api common place utils py historically code duplicate endpoint support different things drivers vendor passhtru endpoing synchrounous nod asyncronous endpoints support feature code make sense common place change affect both relatedblueprint ipxedynamicconfig changeid ibececebbbcbc
 nondocker upload function base class,preparation skopeoimageuploader wont need create docker client operations changeid idcfaddcecccbadfabf,0,0,0,1,0,1, nondocker upload function base class preparation skopeoimageuploader wont need create docker client operations changeid idcfaddcecccbadfabf
 nonglobal config in giant patch,remove cfg wrappers keystone config idea cfg module project code config similar idioms familiar work openstack register wrappers dont add way convenience want them add cfg itself subsequent commit series remove global conf object option definitions closer option use end result worth consider initial baby step  password utils separate module code selfcontained shame lump generic utils module hash password use supply conf instance conf help remove conf completely subsequent commit conf instance attribute identity drivers default value crypt strength add keystone conf  sql options avoid conf pass conf instance sql function conf completely remove subsequent commit option definitions sql opt module sql core sql migration rely options theory easier copy reuse modules individually remove sql min pool size sql max pool size sql pool timeout unused memcache token backend ing trivial ing isolate memcache servers option memcache token class subsequent commit conf instance attribute token driver lameness config conf remove add default value keystone conf  ldap identity backend options options definitions closer use add default value option definitions rely them reconcile default code default config file  service driver options handle define catalog ec identity policy token driver options manager class use them base manager class register them supply conf instance constructor manager class global conf variable remove subsequent commit  admin token handle admin token option definition admintokenauthmiddleware class use also explicitly set admin token value test things clear  port options admin port public port options test keystoneall definitions wsgi module add helper method register them compute port option templated catalog backend definition there  policy rule driver avoid global conf options relate driver driver class use class add new class encapsulate logic policy cache use helper methods interact global instance cache ing nice sideeffect clean unit test fairly significantly need teardown methods reset state easily disable load policy file stub load policy function remove use global conf service drivers service drivers conf instance paramater constructor use instead conf use super self init avoid mess cause multiple inheritance kvs identity want identity driver supply conf instance preceeding constructor mro kvs base pass conf instance sql base constructor remove use conf common sql completely pass conf instance wsgi app constructors remove conf reference wsgi apps pass conf instance constructors need sure add rout call router app base class constructor call conf attribute set eliminate bunch conf usage cli test fairly random collection change wean code conf usage more add generic pastedeploy factories glance pastedeploy way pass parameters app filter factory constructor options config file want pass conf instance constructors lame trick stuff conf instance global variable factory run factory pass constructor duplicate lame hack bunch place single generic set factories there code copy straight glance eventually live openstackcommon remove use conf refernences conf exist point cli code test also need configmixin pretty eliminate point pass default config file list configopts constructor changeid idaadfceabffebf,0,1,1,1,1,4, nonglobal config in giant patch remove cfg wrappers keystone config idea cfg module project code config similar idioms familiar work openstack register wrappers dont add way convenience want them add cfg itself subsequent commit series remove global conf object option definitions closer option use end result worth consider initial baby step  password utils separate module code selfcontained shame lump generic utils module hash password use supply conf instance conf help remove conf completely subsequent commit conf instance attribute identity drivers default value crypt strength add keystone conf  sql options avoid conf pass conf instance sql function conf completely remove subsequent commit option definitions sql opt module sql core sql migration rely options theory easier copy reuse modules individually remove sql min pool size sql max pool size sql pool timeout unused memcache token backend ing trivial ing isolate memcache servers option memcache token class subsequent commit conf instance attribute token driver lameness config conf remove add default value keystone conf  ldap identity backend options options definitions closer use add default value option definitions rely them reconcile default code default config file  service driver options handle define catalog ec identity policy token driver options manager class use them base manager class register them supply conf instance constructor manager class global conf variable remove subsequent commit  admin token handle admin token option definition admintokenauthmiddleware class use also explicitly set admin token value test things clear  port options admin port public port options test keystoneall definitions wsgi module add helper method register them compute port option templated catalog backend definition there  policy rule driver avoid global conf options relate driver driver class use class add new class encapsulate logic policy cache use helper methods interact global instance cache ing nice sideeffect clean unit test fairly significantly need teardown methods reset state easily disable load policy file stub load policy function remove use global conf service drivers service drivers conf instance paramater constructor use instead conf use super self init avoid mess cause multiple inheritance kvs identity want identity driver supply conf instance preceeding constructor mro kvs base pass conf instance sql base constructor remove use conf common sql completely pass conf instance wsgi app constructors remove conf reference wsgi apps pass conf instance constructors need sure add rout call router app base class constructor call conf attribute set eliminate bunch conf usage cli test fairly random collection change wean code conf usage more add generic pastedeploy factories glance pastedeploy way pass parameters app filter factory constructor options config file want pass conf instance constructors lame trick stuff conf instance global variable factory run factory pass constructor duplicate lame hack bunch place single generic set factories there code copy straight glance eventually live openstackcommon remove use conf refernences conf exist point cli code test also need configmixin pretty eliminate point pass default config file list configopts constructor changeid idaadfceabffebf
 notifications,im replace implementation notifications blinker library order properly want define interface couple test test unaware implementation thing test implementation change later changeid icdcbfbcbbfbaac,0,1,1,0,1,3, notifications im replace implementation notifications blinker library order properly want define interface couple test test unaware implementation thing test implementation change later changeid icdcbfbcbbfbaac
 notifications py,convert relevant function use helpers insert function instead specific import add commas entries map tuples changeid idcafaefcfbddfeaefdb,0,1,1,0,0,2, notifications py convert relevant function use helpers insert function instead specific import add commas entries map tuples changeid idcafaefcfbddfeaefdb
 notify logic backends,wip idea be like things time frequency send notify backend let backends decide send notify ideally make pool manager code simpler backend code easier understand avoid send unnecessary notify require change minidns rpcapi notify zone change get serial number host port instead nameserver object changeid idcebeecceaefeafdfdd,1,1,0,0,0,2, notify logic backends wip idea be like things time frequency send notify backend let backends decide send notify ideally make pool manager code simpler backend code easier understand avoid send unnecessary notify require change minidns rpcapi notify zone change get serial number host port instead nameserver object changeid idcebeecceaefeafdfdd
 nova migration config client target profile,nova migration config apply base nova profile assume libvirtd novacompute run host config didnt apply nova api host disable flag approach compatible containers hieradata containers combine perhost flag longer work longer assume libvirtd novacompute run context change s profile base nova profile client profile target profile include appropriate changeid iaaedaaebcfaedfadc implement blueprint tripleocoldmigration,1,1,0,0,0,2, nova migration config client target profile nova migration config apply base nova profile assume libvirtd novacompute run host config didnt apply nova api host disable flag approach compatible containers hieradata containers combine perhost flag longer work longer assume libvirtd novacompute run context change s profile base nova profile client profile target profile include appropriate changeid iaaedaaebcfaedfadc implement blueprint tripleocoldmigration
 nova test use neutron,change test ha one controller base use neutron change test ha one controller use neutron deploy ha one controller vlan test delete duplicate deploy ha one controller neutron changeid ifffecefddcccacfd closesbug,0,1,1,0,1,3, nova test use neutron change test ha one controller base use neutron change test ha one controller use neutron deploy ha one controller vlan test delete duplicate deploy ha one controller neutron changeid ifffecefddcccacfd closesbug
 novanet cidr validation prep bug fix,network manager create network function verge too complex pep check error change s cidr validation code private function preparation fix bug changeid iddddacccfaaeaecfbdca,0,1,1,0,0,2, novanet cidr validation prep bug fix network manager create network function verge too complex pep check error change s cidr validation code private function preparation fix bug changeid iddddacccfaaeaecfbdca
 novanetwork case neutron,use neutron test migrate vm back with ceph check ceph partition after reboot add show step docstring test case  fuel master backup restore helper methods changeid icebfffbfbcc closesbug closesbug relatedbug,0,1,0,0,1,2, novanetwork case neutron use neutron test migrate vm back with ceph check ceph partition after reboot add show step docstring test case  fuel master backup restore helper methods changeid icebfffbfbcc closesbug closesbug relatedbug
 nova conf docs appear install guide,fix bug changeid iccdcabfdbbd,0,1,1,0,0,2, nova conf docs appear install guide fix bug changeid iccdcabfdbbd
 nova conf docs appear install guide,fix bug cherrypicked old commit get backported folsom changeid ieacfecbcfddbaccd,0,1,1,0,0,2, nova conf docs appear install guide fix bug cherrypicked old commit get backported folsom changeid ieacfecbcfddbaccd
 nova rpc config handle,patch couple things remove dependency nova rpc nova flag step decouple nova rpc rest nova move openstackcommon  nova rpc configuration object pass need instead depend nova flag flag avoid change nova rpc api possible exist usage nova rpc touch so instead config object get register cache pass rpc implementations need get rid global config reference nova rpc require change public api want avoid better reason this changeid iafabdcedceefefbe,1,0,1,0,0,2, nova rpc config handle patch couple things remove dependency nova rpc nova flag step decouple nova rpc rest nova move openstackcommon  nova rpc configuration object pass need instead depend nova flag flag avoid change nova rpc api possible exist usage nova rpc touch so instead config object get register cache pass rpc implementations need get rid global config reference nova rpc require change public api want avoid better reason this changeid iafabdcedceefefbe
 nova virt ironic driver get host stats, get host stats method cleaner easier maintain patch change apis functionality changeid ibaccfefdfdcbbbefabcd,0,1,1,0,0,2, nova virt ironic driver get host stats  get host stats method cleaner easier maintain patch change apis functionality changeid ibaccfefdfdcbbbefabcd
 nova volume cinder api reduce roundtrips cinder,cinder api methods accept volume id instead volume object remove redundant roundtrip volume pass methods fact need id fix bug changeid iefccbfeceefccedf,0,1,1,0,0,2, nova volume cinder api reduce roundtrips cinder cinder api methods accept volume id instead volume object remove redundant roundtrip volume pass methods fact need id fix bug changeid iefccbfeceefccedf
 nwfilter parameters,libvirt allow dynamically update filter parameters inside interface block theinstance xml address nwfilter paramters instance xml perinstance base nwfilter relate bug changeid iecdcffaffaeabaafce,0,1,1,0,0,2, nwfilter parameters libvirt allow dynamically update filter parameters inside interface block theinstance xml address nwfilter paramters instance xml perinstance base nwfilter relate bug changeid iecdcffaffaeabaafce
 object updaters asyncpending finder,pull fs walk function find async pendings place process another easier add greenthreadbased concurrency later ed rate limit use utils ratelimitediterator instead call ratelimit sleep ourselves functionalitys same interface easier changeid ifeecfbacedba,0,0,1,0,0,1, object updaters asyncpending finder pull fs walk function find async pendings place process another easier add greenthreadbased concurrency later ed rate limit use utils ratelimitediterator instead call ratelimit sleep ourselves functionalitys same interface easier changeid ifeecfbacedba
 object magic registry,add register hook object base class allow lateimport object class ironic object useful allow object class depend object example allow port node uuid munging currently api layer object layer instead completely take nova thank comstud dansmith work that changeid iceafbdaeedbdca,1,1,0,0,0,2, object magic registry add register hook object base class allow lateimport object class ironic object useful allow object class depend object example allow port node uuid munging currently api layer object layer instead completely take nova thank comstud dansmith work that changeid iceafbdaeedbdca
 basetestcase,run integratin test need set environment variable integration test past positive behaviour enclose big if branch ive move negative behaviour begin len rest method ordinary function body changeid idcdbcfabcbbbfdbd,0,0,1,0,1,2, basetestcase run integratin test need set environment variable integration test past positive behaviour enclose big if branch ive move negative behaviour begin len rest method ordinary function body changeid idcdbcfabcbbbfdbd
 basetestcase,run integratin test need set environment variable integration test past positive behaviour enclose big if branch ive move negative behaviour begin len rest method ordinary function body closesbug changeid ieddfaaebebfecde,0,1,0,0,1,2, basetestcase run integratin test need set environment variable integration test past positive behaviour enclose big if branch ive move negative behaviour begin len rest method ordinary function body closesbug changeid ieddfaaebebfecde
 remote instance client,move instance client compute namespace move ping client compute namespace add instance client base class simplify functionality provide instance client changeid ieddcafaebaeeeedc,0,1,0,1,0,2, remote instance client move instance client compute namespace move ping client compute namespace add instance client base class simplify functionality provide instance client changeid ieddcafaebaeeeedc
 ssh client,override paramikos ssh client return status code create strongly type response exec command create new base ssh client handle bare essentials create base ssh behaviors encapsulate functionality client changeid iebeadaeedabccd,0,1,1,0,0,2, ssh client override paramikos ssh client return status code create strongly type response exec command create new base ssh client handle bare essentials create base ssh behaviors encapsulate functionality client changeid iebeadaeedabccd
 servers request,replace usage ban auto to function call proper serialization rename unpythonic properties proper name ed rebuild longer inherit create server code share two previous implementation hackish changeid ifebbbeafdbfdbfdddb,0,1,1,0,0,2, servers request replace usage ban auto to function call proper serialization rename unpythonic properties proper name ed rebuild longer inherit create server code share two previous implementation hackish changeid ifebbbeafdbfdbfdddb
 clone image volume,patch make clone image volume readable plus negative case it note that change doesnt functional change original method trivial fix changeid iebefdaaeccceacc,0,0,1,0,0,1, clone image volume patch make clone image volume readable plus negative case it note that change doesnt functional change original method trivial fix changeid iebefdaaeccceacc
 convert fwaas to iptables rule dependencies,iptables fwaas py function convert fwaas to iptables rule prepare array potential arg value add extraspace unused argument  code deal element space separately example arg value etc array like security group neutron main advantage better performance apply router during difflib ndiff exactly syntax expect iptablessave result changeid iaddccacdbfffde,0,0,1,0,0,1, convert fwaas to iptables rule dependencies iptables fwaas py function convert fwaas to iptables rule prepare array potential arg value add extraspace unused argument  code deal element space separately example arg value etc array like security group neutron main advantage better performance apply router during difflib ndiff exactly syntax expect iptablessave result changeid iaddccacdbfffde
 charm py charm py test,charm py file get big complex efficient maintenance  try break charm py file logical part core class default utils provide test part changeid ifdbabceecedabaecaed,0,1,1,0,1,3, charm py charm py test charm py file get big complex efficient maintenance  try break charm py file logical part core class default utils provide test part changeid ifdbabceecedabaecaed
 get qemuimg version,call qemuimg version version qemuimg directly patch code readable simple trivialfix changeid idcdeadcdcbebacb,0,1,1,0,0,2, get qemuimg version call qemuimg version version qemuimg directly patch code readable simple trivialfix changeid idcdeadcdcbebacb
 mysql test test separate controller databases,rertieve data mysql host hiera instead hardcoded controllers changeid idbdacbdcccaf implement blueprint ostfseparateservices,0,1,1,0,1,3, mysql test test separate controller databases rertieve data mysql host hiera instead hardcoded controllers changeid idbdacbdcccaf implement blueprint ostfseparateservices
 os vif util module, itself issue resolve like appropriate data handle macvlan driver neutron client deal dict data openstacksdk object time couple helper methods os vif util module furthermore helper method create port object test purpose move fake module utilize test os vif utils changeid iefcacecaddacdccfa implement blueprint switchtoopenstacksdk,0,1,1,0,1,3, os vif util module  itself issue resolve like appropriate data handle macvlan driver neutron client deal dict data openstacksdk object time couple helper methods os vif util module furthermore helper method create port object test purpose move fake module utilize test os vif utils changeid iefcacecaddacdccfa implement blueprint switchtoopenstacksdk
 test case float ips,patch prepare port float ips share test case changeid ibaadebdfecedbcfcaeb,0,1,0,0,1,2, test case float ips patch prepare port float ips share test case changeid ibaadebdfecedbcfcaeb
 neutron network adapter, network apineutron adapter improve neutron api usage reduce complexity critical frequently methods align current data practice nova changeid ifaafcdfafdafabaea blueprint novaneutron,1,0,1,0,0,2, neutron network adapter  network apineutron adapter improve neutron api usage reduce complexity critical frequently methods align current data practice nova changeid ifaafcdfafdafabaea blueprint novaneutron
 dl rpms sh, dl rpms sh script simplify maintenance development new file utils sh create store common function script also unit test add util sh file story task changeid iaaceaabbfcfefbdad signedoffby marcela rosales marcela rosales jimenez intel com signedoffby erich cordoba erich cordoba malibran intel com,0,0,1,0,1,2, dl rpms sh  dl rpms sh script simplify maintenance development new file utils sh create store common function script also unit test add util sh file story task changeid iaaceaabbfcfefbdad signedoffby marcela rosales marcela rosales jimenez intel com signedoffby erich cordoba erich cordoba malibran intel com
 policy code,recently add policy code test case test volume protection py test case grow up its difficult maintenance patch  test case add new unit test case path test unit policies split policy code test file onetoone map policy file note that functional change patch changeid ifeaceedcccdbe,0,1,1,0,1,3, policy code recently add policy code test case test volume protection py test case grow up its difficult maintenance patch  test case add new unit test case path test unit policies split policy code test file onetoone map policy file note that functional change patch changeid ifeaceedcccdbe
 order validation,meta parameter order validation handle manually instead json schema fix hand rudimentary validation type meta parameters order controller remove create unnecessary complexity changeid iddfbccbfcfadedcd,0,1,1,0,0,2, order validation meta parameter order validation handle manually instead json schema fix hand rudimentary validation type meta parameters order controller remove create unnecessary complexity changeid iddfbccbfcfadedcd
 osclientconfig usage from config,change allow from config factory function better support angle commonly use sdk osc osc obtain configuration data occ better serve pass directly sdk sdk additionally access data direct users sdk customer applications likely deal directly occ better serve pass configuration want run with closesbug changeid ifbebbccccdbeccfffea,0,1,1,0,0,2, osclientconfig usage from config change allow from config factory function better support angle commonly use sdk osc osc obtain configuration data occ better serve pass directly sdk sdk additionally access data direct users sdk customer applications likely deal directly occ better serve pass configuration want run with closesbug changeid ifbebbccccdbeccfffea
 osservices unit test, osservices unittest feature toggle extensions common test add api versions fake request rearange parameters assert unit test failure printouts correctly reference test result changeid iacddfabdebbdeb relatedbug,0,0,0,0,1,1, osservices unit test  osservices unittest feature toggle extensions common test add api versions fake request rearange parameters assert unit test failure printouts correctly reference test result changeid iacddfabdebbdeb relatedbug
 oslo conf handle tool script,oslo conf handle tool script module reuse changeid iadbcafdbda,1,1,1,0,0,3, oslo conf handle tool script oslo conf handle tool script module reuse changeid iadbcafdbda
 osnailyfacter modular tool,compatible puppet master blueprint fuelosnailyfacterforpuppetmastercompatibility changeid iddcaebfefecabfa,1,1,0,0,0,2, osnailyfacter modular tool compatible puppet master blueprint fuelosnailyfacterforpuppetmastercompatibility changeid iddcaebfefecabfa
 ceilometer v api relate code,queen ceilometer api remove storage driver relate code monascaceilometer remove backport ing come create realize class name clearer fit better ceilometer update testrequirements txt rocky release pythonmonascaclient include license info specify py instead py tox ini gate py changeid idfcdfaffbdc,1,1,0,0,0,2, ceilometer v api relate code queen ceilometer api remove storage driver relate code monascaceilometer remove backport ing come create realize class name clearer fit better ceilometer update testrequirements txt rocky release pythonmonascaclient include license info specify py instead py tox ini gate py changeid idfcdfaffbdc
 ceilometer v api relate code,queen ceilometer api remove storage driver relate code monascaceilometer remove backport ing come create realize class name clearer fit better ceilometer update testrequirements txt rocky release pythonmonascaclient include license info specify py instead py tox ini gate py include update devstack configuration master ceilometer include add value monasca section ceilometer conf refresh setup cfg update connection monasca api configure include test note devstack readme md cherry pick commit bfbddeaaceaaef changeid iaeaeefbfeffddbf,1,1,0,0,0,2, ceilometer v api relate code queen ceilometer api remove storage driver relate code monascaceilometer remove backport ing come create realize class name clearer fit better ceilometer update testrequirements txt rocky release pythonmonascaclient include license info specify py instead py tox ini gate py include update devstack configuration master ceilometer include add value monasca section ceilometer conf refresh setup cfg update connection monasca api configure include test note devstack readme md cherry pick commit bfbddeaaceaaef changeid iaeaeefbfeffddbf
 claim resources on destination utility,need method similar fix evacuate change pull method livemigrationtask move scheduler utils unit test functional difference instead raise migrationprecheckerror raise novalidhost live migration end result its handle computetaskmanager changeid ieadceeabcfded relatedbug,0,1,0,0,0,1, claim resources on destination utility need method similar fix evacuate change pull method livemigrationtask move scheduler utils unit test functional difference instead raise migrationprecheckerror raise novalidhost live migration end result its handle computetaskmanager changeid ieadceeabcfded relatedbug
 claim resources on destination utility,need method similar fix evacuate change pull method livemigrationtask move scheduler utils unit test functional difference instead raise migrationprecheckerror raise novalidhost live migration end result its handle computetaskmanager changeid ieadceeabcfded relatedbug cherry pick commit fadfadedbabc,0,1,0,0,0,1, claim resources on destination utility need method similar fix evacuate change pull method livemigrationtask move scheduler utils unit test functional difference instead raise migrationprecheckerror raise novalidhost live migration end result its handle computetaskmanager changeid ieadceeabcfded relatedbug cherry pick commit fadfadedbabc
 ownership check instance delete,wip  ownership check delete change s project id user id choose delete operation check ed new helper function duplicate code replace say helpers note futureproofed openstackcommon name tenant user instead nova project id user id id like hear think this changeid iacabdfbfaadcbfcfbe,0,0,1,0,1,2, ownership check instance delete wip  ownership check delete change s project id user id choose delete operation check ed new helper function duplicate code replace say helpers note futureproofed openstackcommon name tenant user instead nova project id user id id like hear think this changeid iacabdfbfaadcbfcfbe
 package module functional modules,package module large complex module contain different functional feature long term support maintenance significantly impact package module ed follow common utility function import modules git git relate function requirements requirements process function package cmds align setuptools distribute define build doc egg info install install script sdist test dependencies test case update point new modules version separate ing version handle different patch point package module deprecate and or remove changeid iecdbecdbedaef,0,1,1,0,1,3, package module functional modules package module large complex module contain different functional feature long term support maintenance significantly impact package module ed follow common utility function import modules git git relate function requirements requirements process function package cmds align setuptools distribute define build doc egg info install install script sdist test dependencies test case update point new modules version separate ing version handle different patch point package module deprecate and or remove changeid iecdbecdbedaef
 pagination db functional test,paginationrelated functional test overly complex arent add lot value rewrite straightforward way incorporate main test class relate bp dblayer changeid iccfadaaaeabcbfb,1,1,1,0,1,4, pagination db functional test paginationrelated functional test overly complex arent add lot value rewrite straightforward way incorporate main test class relate bp dblayer changeid iccfadaaaeabcbfb
 parameters py,convert relevant function use helpers insert function instead specific import add commas entries map tuples changeid iecadfccdbbeab,0,0,1,0,0,1, parameters py convert relevant function use helpers insert function instead specific import add commas entries map tuples changeid iecadfccdbbeab
 parse metadata common function,currently metadata parse dict split metadata place better  common function readable easier use future changeid ibfcaacdbefcdcbecccfbefc closesbug,0,1,1,0,0,2, parse metadata common function currently metadata parse dict split metadata place better  common function readable easier use future changeid ibfcaacdbefcdcbecccfbefc closesbug
 image module,shuffle function reduce size be bootloader load move logic new function changeid icbfdcebbfdbfacffb,0,0,1,1,0,2, image module shuffle function reduce size be bootloader load move logic new function changeid icbfdcebbfdbfacffb
 image module,shuffle function reduce size be bootloader load move logic new function changeid icbfdcebbfdbfacffb cherry pick commit dabcecdddcefbeb,0,0,1,0,0,1, image module shuffle function reduce size be bootloader load move logic new function changeid icbfdcebbfdbfacffb cherry pick commit dabcecdddcefbeb
 image module,shuffle function reduce size be bootloader load move logic new function changeid icbfdcebbfdbfacffb cherry pick commit dabcecdddcefbeb cherry pick commit dfebfdbbccfbd,0,0,1,0,0,1, image module shuffle function reduce size be bootloader load move logic new function changeid icbfdcebbfdbfacffb cherry pick commit dabcecdddcefbeb cherry pick commit dfebfdbbccfbd
 part periodic worker, segment periodic worker perform cleanups periodic worker type easier later change and parallelism want deprecate provide tombstone init restrict future enhancements make build immediates schedule list single static prepare function aid understandability and hopefully reduce complexity changeid ieccabefacffd,0,1,1,0,0,2, part periodic worker  segment periodic worker perform cleanups periodic worker type easier later change and parallelism want deprecate provide tombstone init restrict future enhancements make build immediates schedule list single static prepare function aid understandability and hopefully reduce complexity changeid ieccabefacffd
 patch dnsmasq package,use dnsmasqconfig package add init script folder remove relate patch deployment test script check pass changeid idbfedbcdcfacb signedoffby zhipengl zhipengs liu intel com,1,1,0,0,1,3, patch dnsmasq package use dnsmasqconfig package add init script folder remove relate patch deployment test script check pass changeid idbfedbcdcfacb signedoffby zhipengl zhipengs liu intel com
 patch haproxy package,use haproxyconfig package package config file haproxy package haproxy haproxyconfig instal storage node deployment test pass ping pass vms script file service file check folder story task changeid ifbbcabeabedce signedoffby zhipengl zhipengs liu intel com,1,1,0,0,1,3, patch haproxy package use haproxyconfig package package config file haproxy package haproxy haproxyconfig instal storage node deployment test pass ping pass vms script file service file check folder story task changeid ifbbcabeabedce signedoffby zhipengl zhipengs liu intel com
 patch haproxy package,use haproxyconfig package package script service file haproxy package create patch subfolder patch file haproxy haproxy folder subfolder  haproxyservicefile patch haproxyspecaddinitscript patch use haproxyconfig package relate file merge meta add support for tpm patch specaddhaproxyenvvarpatch patch specincludetischanges patch rename specincludetisconfig patch include add source code patch deployment test ping test vms pass config script file check pass story task dependson changeid ifdaafcefbababcf signedoffby zhipengl zhipengs liu intel com,1,1,0,0,1,3, patch haproxy package use haproxyconfig package package script service file haproxy package create patch subfolder patch file haproxy haproxy folder subfolder  haproxyservicefile patch haproxyspecaddinitscript patch use haproxyconfig package relate file merge meta add support for tpm patch specaddhaproxyenvvarpatch patch specincludetischanges patch rename specincludetisconfig patch include add source code patch deployment test ping test vms pass config script file check pass story task dependson changeid ifdaafcefbababcf signedoffby zhipengl zhipengs liu intel com
 patch initscripts package,use initscriptsconfig package package script service file initscripts package  disablezeroconfroute patch specaddmountnfsinitscript patch specincludetischanges patch let initscriptsconfig responsible installation config script service file merge meta patch include add source code patch specincludetischanges patch remove base procps include file sysctl conf file initscriptsconfig folder deployment test ping test vms pass service config script file check pass story task changeid ieabdbdcbcadeffe signedoffby zhipengl zhipengs liu intel com,1,1,0,0,1,3, patch initscripts package use initscriptsconfig package package script service file initscripts package  disablezeroconfroute patch specaddmountnfsinitscript patch specincludetischanges patch let initscriptsconfig responsible installation config script service file merge meta patch include add source code patch specincludetischanges patch remove base procps include file sysctl conf file initscriptsconfig folder deployment test ping test vms pass service config script file check pass story task changeid ieabdbdcbcadeffe signedoffby zhipengl zhipengs liu intel com
 patch iscsiinitiatorutils package,use iscsiinitiatorutilsconfig package package config service file iscsiinitiatorutils package deployment test ping test wms pass config service file check pass story task changeid ifccafbededa signedoffby zhipengl zhipengs liu intel com,1,1,0,0,1,3, patch iscsiinitiatorutils package use iscsiinitiatorutilsconfig package package config service file iscsiinitiatorutils package deployment test ping test wms pass config service file check pass story task changeid ifccafbededa signedoffby zhipengl zhipengs liu intel com
 patch netsnmp package,use netsnmpconfig package package script service file netsnmpconfig package remove servcie config script relate patch let netsnmpconfig package responsible it meta patch build configuration relate change deployment test ping test vms pass config serivce script file check pass story task dependson changeid icdfdfeafdcdaeecdf signedoffby zhipengl zhipengs liu intel com,1,1,0,0,1,3, patch netsnmp package use netsnmpconfig package package script service file netsnmpconfig package remove servcie config script relate patch let netsnmpconfig package responsible it meta patch build configuration relate change deployment test ping test vms pass config serivce script file check pass story task dependson changeid icdfdfeafdcdaeecdf signedoffby zhipengl zhipengs liu intel com
 patch netsnmp package,use netsnmpconfig package package script service file netsnmpconfig package like netsnmp netsnmpconfig instal storage node deployment test ping test vms pass config serivce script file check pass story task changeid ifdbfdbebfbddfafdddefa signedoffby zhipengl zhipengs liu intel com,1,1,0,0,1,3, patch netsnmp package use netsnmpconfig package package script service file netsnmpconfig package like netsnmp netsnmpconfig instal storage node deployment test ping test vms pass config serivce script file check pass story task changeid ifdbfdbebfbddfafdddefa signedoffby zhipengl zhipengs liu intel com
 patch nsspamldapd package,patch change mainly focus post section spec file comment patch mention dont want change custom binddn bindpw nslcd conf however spec file source variabe assign valid file conf file etc folder test etc nssldapd conf source etc nssldapd conf elif test etc nss ldap conf source etc nss ldap conf elif test etc pam ldap conf source etc pam ldap conf source etc ldap conf change nslcd conf remove code grep base blank source dev null comment package default base replace it sed base blank target grep base blank source target fi grep binddn bindpw port scope ssl pagesize blank source dev null target use rpm instead srpm nsspamldapd package relate patch anymore deployment test pass story task dependson changeid iafadaffaafcdbafeceab signedoffby zhipengl zhipengs liu intel com,0,1,1,0,1,3, patch nsspamldapd package patch change mainly focus post section spec file comment patch mention dont want change custom binddn bindpw nslcd conf however spec file source variabe assign valid file conf file etc folder test etc nssldapd conf source etc nssldapd conf elif test etc nss ldap conf source etc nss ldap conf elif test etc pam ldap conf source etc pam ldap conf source etc ldap conf change nslcd conf remove code grep base blank source dev null comment package default base replace it sed base blank target grep base blank source target fi grep binddn bindpw port scope ssl pagesize blank source dev null target use rpm instead srpm nsspamldapd package relate patch anymore deployment test pass story task dependson changeid iafadaffaafcdbafeceab signedoffby zhipengl zhipengs liu intel com
 patch nsspamldapd package,use rpm instead srpm nsspamldapd package relate patch anymore deployment test pass story task changeid iadeafcaccabbdddb signedoffby zhipengl zhipengs liu intel com,1,1,0,0,1,3, patch nsspamldapd package use rpm instead srpm nsspamldapd package relate patch anymore deployment test pass story task changeid iadeafcaccabbdddb signedoffby zhipengl zhipengs liu intel com
 patch openssh package,use opensshconfig package package config service file openssh package merge add source patch spec relate change meta patch name specincludetischnages patch deployment test ping test vms pass config file check pass story task changeid icdddacecedeba signedoffby zhipengl zhipengs liu intel com,1,1,0,0,1,3, patch openssh package use opensshconfig package package config service file openssh package merge add source patch spec relate change meta patch name specincludetischnages patch deployment test ping test vms pass config file check pass story task changeid icdddacecedeba signedoffby zhipengl zhipengs liu intel com
